indicator,country,code,Year,Value
Prevalence of overweight (% of adults),United Arab Emirates,ARE,2022,71.33
Prevalence of overweight (% of adults),United Arab Emirates,ARE,2021,71.31
Prevalence of overweight (% of adults),United Arab Emirates,ARE,2020,71.32
Prevalence of overweight (% of adults),United Arab Emirates,ARE,2019,71.32
Prevalence of overweight (% of adults),United Arab Emirates,ARE,2018,71.28
Prevalence of overweight (% of adults),United Arab Emirates,ARE,2017,71.21
Prevalence of overweight (% of adults),United Arab Emirates,ARE,2016,71.11
Prevalence of overweight (% of adults),United Arab Emirates,ARE,2015,70.97
Prevalence of overweight (% of adults),United Arab Emirates,ARE,2014,70.83
Prevalence of overweight (% of adults),United Arab Emirates,ARE,2013,70.68
Prevalence of overweight (% of adults),United Arab Emirates,ARE,2012,70.53
Prevalence of overweight (% of adults),United Arab Emirates,ARE,2011,70.38
Prevalence of overweight (% of adults),United Arab Emirates,ARE,2010,70.24
Prevalence of overweight (% of adults),United Arab Emirates,ARE,2009,69.95
Prevalence of overweight (% of adults),United Arab Emirates,ARE,2008,69.36
Prevalence of overweight (% of adults),United Arab Emirates,ARE,2007,68.77
Prevalence of overweight (% of adults),United Arab Emirates,ARE,2006,68.24
Prevalence of overweight (% of adults),United Arab Emirates,ARE,2005,67.71
Prevalence of overweight (% of adults),United Arab Emirates,ARE,2004,67.21
Prevalence of overweight (% of adults),United Arab Emirates,ARE,2003,66.66
Prevalence of overweight (% of adults),United Arab Emirates,ARE,2002,66.06
Prevalence of overweight (% of adults),United Arab Emirates,ARE,2001,65.41
Prevalence of overweight (% of adults),United Arab Emirates,ARE,2000,64.7
Prevalence of overweight (% of adults),United Arab Emirates,ARE,1999,63.94
Prevalence of overweight (% of adults),United Arab Emirates,ARE,1998,63.15
Prevalence of overweight (% of adults),United Arab Emirates,ARE,1997,62.33
Prevalence of overweight (% of adults),United Arab Emirates,ARE,1996,61.5
Prevalence of overweight (% of adults),United Arab Emirates,ARE,1995,60.65
Prevalence of overweight (% of adults),United Arab Emirates,ARE,1994,59.78
Prevalence of overweight (% of adults),United Arab Emirates,ARE,1993,58.89
Prevalence of overweight (% of adults),United Arab Emirates,ARE,1992,57.98
Prevalence of overweight (% of adults),United Arab Emirates,ARE,1991,57.07
Prevalence of overweight (% of adults),United Arab Emirates,ARE,1990,56.15
Prevalence of overweight (% of adults),United Kingdom,GBR,2022,61.42
Prevalence of overweight (% of adults),United Kingdom,GBR,2021,61.33
Prevalence of overweight (% of adults),United Kingdom,GBR,2020,61.25
Prevalence of overweight (% of adults),United Kingdom,GBR,2019,61.16
Prevalence of overweight (% of adults),United Kingdom,GBR,2018,61.07
Prevalence of overweight (% of adults),United Kingdom,GBR,2017,60.98
Prevalence of overweight (% of adults),United Kingdom,GBR,2016,60.88
Prevalence of overweight (% of adults),United Kingdom,GBR,2015,60.79
Prevalence of overweight (% of adults),United Kingdom,GBR,2014,60.71
Prevalence of overweight (% of adults),United Kingdom,GBR,2013,60.64
Prevalence of overweight (% of adults),United Kingdom,GBR,2012,60.58
Prevalence of overweight (% of adults),United Kingdom,GBR,2011,60.51
Prevalence of overweight (% of adults),United Kingdom,GBR,2010,60.41
Prevalence of overweight (% of adults),United Kingdom,GBR,2009,60.26
Prevalence of overweight (% of adults),United Kingdom,GBR,2008,60.05
Prevalence of overweight (% of adults),United Kingdom,GBR,2007,59.78
Prevalence of overweight (% of adults),United Kingdom,GBR,2006,59.45
Prevalence of overweight (% of adults),United Kingdom,GBR,2005,59.06
Prevalence of overweight (% of adults),United Kingdom,GBR,2004,58.6
Prevalence of overweight (% of adults),United Kingdom,GBR,2003,58.07
Prevalence of overweight (% of adults),United Kingdom,GBR,2002,57.46
Prevalence of overweight (% of adults),United Kingdom,GBR,2001,56.77
Prevalence of overweight (% of adults),United Kingdom,GBR,2000,56.01
Prevalence of overweight (% of adults),United Kingdom,GBR,1999,55.18
Prevalence of overweight (% of adults),United Kingdom,GBR,1998,54.29
Prevalence of overweight (% of adults),United Kingdom,GBR,1997,53.35
Prevalence of overweight (% of adults),United Kingdom,GBR,1996,52.35
Prevalence of overweight (% of adults),United Kingdom,GBR,1995,51.3
Prevalence of overweight (% of adults),United Kingdom,GBR,1994,50.23
Prevalence of overweight (% of adults),United Kingdom,GBR,1993,49.13
Prevalence of overweight (% of adults),United Kingdom,GBR,1992,48.01
Prevalence of overweight (% of adults),United Kingdom,GBR,1991,46.87
Prevalence of overweight (% of adults),United Kingdom,GBR,1990,45.74
Prevalence of overweight (% of adults),United States,USA,2022,72.43
Prevalence of overweight (% of adults),United States,USA,2021,72.06
Prevalence of overweight (% of adults),United States,USA,2020,71.68
Prevalence of overweight (% of adults),United States,USA,2019,71.3
Prevalence of overweight (% of adults),United States,USA,2018,70.91
Prevalence of overweight (% of adults),United States,USA,2017,70.51
Prevalence of overweight (% of adults),United States,USA,2016,70.1
Prevalence of overweight (% of adults),United States,USA,2015,69.69
Prevalence of overweight (% of adults),United States,USA,2014,69.29
Prevalence of overweight (% of adults),United States,USA,2013,68.89
Prevalence of overweight (% of adults),United States,USA,2012,68.48
Prevalence of overweight (% of adults),United States,USA,2011,68.07
Prevalence of overweight (% of adults),United States,USA,2010,67.62
Prevalence of overweight (% of adults),United States,USA,2009,67.13
Prevalence of overweight (% of adults),United States,USA,2008,66.58
Prevalence of overweight (% of adults),United States,USA,2007,65.98
Prevalence of overweight (% of adults),United States,USA,2006,65.33
Prevalence of overweight (% of adults),United States,USA,2005,64.65
Prevalence of overweight (% of adults),United States,USA,2004,63.92
Prevalence of overweight (% of adults),United States,USA,2003,63.16
Prevalence of overweight (% of adults),United States,USA,2002,62.36
Prevalence of overweight (% of adults),United States,USA,2001,61.53
Prevalence of overweight (% of adults),United States,USA,2000,60.66
Prevalence of overweight (% of adults),United States,USA,1999,59.76
Prevalence of overweight (% of adults),United States,USA,1998,58.83
Prevalence of overweight (% of adults),United States,USA,1997,57.87
Prevalence of overweight (% of adults),United States,USA,1996,56.9
Prevalence of overweight (% of adults),United States,USA,1995,55.92
Prevalence of overweight (% of adults),United States,USA,1994,54.94
Prevalence of overweight (% of adults),United States,USA,1993,53.93
Prevalence of overweight (% of adults),United States,USA,1992,52.93
Prevalence of overweight (% of adults),United States,USA,1991,51.91
Prevalence of overweight (% of adults),United States,USA,1990,50.89
Prevalence of overweight (% of adults),Uruguay,URY,2022,67.59
Prevalence of overweight (% of adults),Uruguay,URY,2021,66.75
Prevalence of overweight (% of adults),Uruguay,URY,2020,65.9
Prevalence of overweight (% of adults),Uruguay,URY,2019,65.05
Prevalence of overweight (% of adults),Uruguay,URY,2018,64.19
Prevalence of overweight (% of adults),Uruguay,URY,2017,63.32
Prevalence of overweight (% of adults),Uruguay,URY,2016,62.45
Prevalence of overweight (% of adults),Uruguay,URY,2015,61.56
Prevalence of overweight (% of adults),Uruguay,URY,2014,60.67
Prevalence of overweight (% of adults),Uruguay,URY,2013,59.78
Prevalence of overweight (% of adults),Uruguay,URY,2012,58.88
Prevalence of overweight (% of adults),Uruguay,URY,2011,57.98
Prevalence of overweight (% of adults),Uruguay,URY,2010,57.09
Prevalence of overweight (% of adults),Uruguay,URY,2009,56.21
Prevalence of overweight (% of adults),Uruguay,URY,2008,55.34
Prevalence of overweight (% of adults),Uruguay,URY,2007,54.48
Prevalence of overweight (% of adults),Uruguay,URY,2006,53.64
Prevalence of overweight (% of adults),Uruguay,URY,2005,52.8
Prevalence of overweight (% of adults),Uruguay,URY,2004,51.97
Prevalence of overweight (% of adults),Uruguay,URY,2003,51.15
Prevalence of overweight (% of adults),Uruguay,URY,2002,50.32
Prevalence of overweight (% of adults),Uruguay,URY,2001,49.49
Prevalence of overweight (% of adults),Uruguay,URY,2000,48.64
Prevalence of overweight (% of adults),Uruguay,URY,1999,47.78
Prevalence of overweight (% of adults),Uruguay,URY,1998,46.91
Prevalence of overweight (% of adults),Uruguay,URY,1997,46.03
Prevalence of overweight (% of adults),Uruguay,URY,1996,45.16
Prevalence of overweight (% of adults),Uruguay,URY,1995,44.28
Prevalence of overweight (% of adults),Uruguay,URY,1994,43.41
Prevalence of overweight (% of adults),Uruguay,URY,1993,42.54
Prevalence of overweight (% of adults),Uruguay,URY,1992,41.68
Prevalence of overweight (% of adults),Uruguay,URY,1991,40.82
Prevalence of overweight (% of adults),Uruguay,URY,1990,39.97
Prevalence of overweight (% of adults),Uzbekistan,UZB,2022,62.46
Prevalence of overweight (% of adults),Uzbekistan,UZB,2021,61.51
Prevalence of overweight (% of adults),Uzbekistan,UZB,2020,60.54
Prevalence of overweight (% of adults),Uzbekistan,UZB,2019,59.57
Prevalence of overweight (% of adults),Uzbekistan,UZB,2018,58.58
Prevalence of overweight (% of adults),Uzbekistan,UZB,2017,57.57
Prevalence of overweight (% of adults),Uzbekistan,UZB,2016,56.55
Prevalence of overweight (% of adults),Uzbekistan,UZB,2015,55.5
Prevalence of overweight (% of adults),Uzbekistan,UZB,2014,54.43
Prevalence of overweight (% of adults),Uzbekistan,UZB,2013,53.36
Prevalence of overweight (% of adults),Uzbekistan,UZB,2012,52.26
Prevalence of overweight (% of adults),Uzbekistan,UZB,2011,51.16
Prevalence of overweight (% of adults),Uzbekistan,UZB,2010,50.05
Prevalence of overweight (% of adults),Uzbekistan,UZB,2009,48.94
Prevalence of overweight (% of adults),Uzbekistan,UZB,2008,47.83
Prevalence of overweight (% of adults),Uzbekistan,UZB,2007,46.72
Prevalence of overweight (% of adults),Uzbekistan,UZB,2006,45.62
Prevalence of overweight (% of adults),Uzbekistan,UZB,2005,44.54
Prevalence of overweight (% of adults),Uzbekistan,UZB,2004,43.48
Prevalence of overweight (% of adults),Uzbekistan,UZB,2003,42.45
Prevalence of overweight (% of adults),Uzbekistan,UZB,2002,41.44
Prevalence of overweight (% of adults),Uzbekistan,UZB,2001,40.46
Prevalence of overweight (% of adults),Uzbekistan,UZB,2000,39.52
Prevalence of overweight (% of adults),Uzbekistan,UZB,1999,38.6
Prevalence of overweight (% of adults),Uzbekistan,UZB,1998,37.72
Prevalence of overweight (% of adults),Uzbekistan,UZB,1997,36.87
Prevalence of overweight (% of adults),Uzbekistan,UZB,1996,36.05
Prevalence of overweight (% of adults),Uzbekistan,UZB,1995,35.27
Prevalence of overweight (% of adults),Uzbekistan,UZB,1994,34.52
Prevalence of overweight (% of adults),Uzbekistan,UZB,1993,33.79
Prevalence of overweight (% of adults),Uzbekistan,UZB,1992,33.09
Prevalence of overweight (% of adults),Uzbekistan,UZB,1991,32.4
Prevalence of overweight (% of adults),Uzbekistan,UZB,1990,31.74
Prevalence of overweight (% of adults),Vanuatu,VUT,2022,51.32
Prevalence of overweight (% of adults),Vanuatu,VUT,2021,50.99
Prevalence of overweight (% of adults),Vanuatu,VUT,2020,50.67
Prevalence of overweight (% of adults),Vanuatu,VUT,2019,50.36
Prevalence of overweight (% of adults),Vanuatu,VUT,2018,50.06
Prevalence of overweight (% of adults),Vanuatu,VUT,2017,49.77
Prevalence of overweight (% of adults),Vanuatu,VUT,2016,49.48
Prevalence of overweight (% of adults),Vanuatu,VUT,2015,49.19
Prevalence of overweight (% of adults),Vanuatu,VUT,2014,48.92
Prevalence of overweight (% of adults),Vanuatu,VUT,2013,48.66
Prevalence of overweight (% of adults),Vanuatu,VUT,2012,48.42
Prevalence of overweight (% of adults),Vanuatu,VUT,2011,48.19
Prevalence of overweight (% of adults),Vanuatu,VUT,2010,47.97
Prevalence of overweight (% of adults),Vanuatu,VUT,2009,47.76
Prevalence of overweight (% of adults),Vanuatu,VUT,2008,47.54
Prevalence of overweight (% of adults),Vanuatu,VUT,2007,47.32
Prevalence of overweight (% of adults),Vanuatu,VUT,2006,47.09
Prevalence of overweight (% of adults),Vanuatu,VUT,2005,46.86
Prevalence of overweight (% of adults),Vanuatu,VUT,2004,46.61
Prevalence of overweight (% of adults),Vanuatu,VUT,2003,46.35
Prevalence of overweight (% of adults),Vanuatu,VUT,2002,46.09
Prevalence of overweight (% of adults),Vanuatu,VUT,2001,45.82
Prevalence of overweight (% of adults),Vanuatu,VUT,2000,45.53
Prevalence of overweight (% of adults),Vanuatu,VUT,1999,45.24
Prevalence of overweight (% of adults),Vanuatu,VUT,1998,44.94
Prevalence of overweight (% of adults),Vanuatu,VUT,1997,44.63
Prevalence of overweight (% of adults),Vanuatu,VUT,1996,44.31
Prevalence of overweight (% of adults),Vanuatu,VUT,1995,43.98
Prevalence of overweight (% of adults),Vanuatu,VUT,1994,43.63
Prevalence of overweight (% of adults),Vanuatu,VUT,1993,43.28
Prevalence of overweight (% of adults),Vanuatu,VUT,1992,42.91
Prevalence of overweight (% of adults),Vanuatu,VUT,1991,42.52
Prevalence of overweight (% of adults),Vanuatu,VUT,1990,42.11
Prevalence of overweight (% of adults),"Venezuela, RB",VEN,2022,53.48
Prevalence of overweight (% of adults),"Venezuela, RB",VEN,2021,53.92
Prevalence of overweight (% of adults),"Venezuela, RB",VEN,2020,54.36
Prevalence of overweight (% of adults),"Venezuela, RB",VEN,2019,54.79
Prevalence of overweight (% of adults),"Venezuela, RB",VEN,2018,55.22
Prevalence of overweight (% of adults),"Venezuela, RB",VEN,2017,55.63
Prevalence of overweight (% of adults),"Venezuela, RB",VEN,2016,56
Prevalence of overweight (% of adults),"Venezuela, RB",VEN,2015,56.33
Prevalence of overweight (% of adults),"Venezuela, RB",VEN,2014,56.6
Prevalence of overweight (% of adults),"Venezuela, RB",VEN,2013,56.81
Prevalence of overweight (% of adults),"Venezuela, RB",VEN,2012,56.96
Prevalence of overweight (% of adults),"Venezuela, RB",VEN,2011,57.05
Prevalence of overweight (% of adults),"Venezuela, RB",VEN,2010,57.1
Prevalence of overweight (% of adults),"Venezuela, RB",VEN,2009,57.09
Prevalence of overweight (% of adults),"Venezuela, RB",VEN,2008,57.05
Prevalence of overweight (% of adults),"Venezuela, RB",VEN,2007,56.95
Prevalence of overweight (% of adults),"Venezuela, RB",VEN,2006,56.81
Prevalence of overweight (% of adults),"Venezuela, RB",VEN,2005,56.62
Prevalence of overweight (% of adults),"Venezuela, RB",VEN,2004,56.36
Prevalence of overweight (% of adults),"Venezuela, RB",VEN,2003,56.05
Prevalence of overweight (% of adults),"Venezuela, RB",VEN,2002,55.67
Prevalence of overweight (% of adults),"Venezuela, RB",VEN,2001,55.22
Prevalence of overweight (% of adults),"Venezuela, RB",VEN,2000,54.69
Prevalence of overweight (% of adults),"Venezuela, RB",VEN,1999,54.09
Prevalence of overweight (% of adults),"Venezuela, RB",VEN,1998,53.43
Prevalence of overweight (% of adults),"Venezuela, RB",VEN,1997,52.7
Prevalence of overweight (% of adults),"Venezuela, RB",VEN,1996,51.93
Prevalence of overweight (% of adults),"Venezuela, RB",VEN,1995,51.12
Prevalence of overweight (% of adults),"Venezuela, RB",VEN,1994,50.26
Prevalence of overweight (% of adults),"Venezuela, RB",VEN,1993,49.38
Prevalence of overweight (% of adults),"Venezuela, RB",VEN,1992,48.46
Prevalence of overweight (% of adults),"Venezuela, RB",VEN,1991,47.52
Prevalence of overweight (% of adults),"Venezuela, RB",VEN,1990,46.56
Prevalence of overweight (% of adults),Viet Nam,VNM,2022,18.21
Prevalence of overweight (% of adults),Viet Nam,VNM,2021,17.26
Prevalence of overweight (% of adults),Viet Nam,VNM,2020,16.32
Prevalence of overweight (% of adults),Viet Nam,VNM,2019,15.41
Prevalence of overweight (% of adults),Viet Nam,VNM,2018,14.51
Prevalence of overweight (% of adults),Viet Nam,VNM,2017,13.64
Prevalence of overweight (% of adults),Viet Nam,VNM,2016,12.79
Prevalence of overweight (% of adults),Viet Nam,VNM,2015,11.96
Prevalence of overweight (% of adults),Viet Nam,VNM,2014,11.16
Prevalence of overweight (% of adults),Viet Nam,VNM,2013,10.4
Prevalence of overweight (% of adults),Viet Nam,VNM,2012,9.67
Prevalence of overweight (% of adults),Viet Nam,VNM,2011,8.99
Prevalence of overweight (% of adults),Viet Nam,VNM,2010,8.36
Prevalence of overweight (% of adults),Viet Nam,VNM,2009,7.78
Prevalence of overweight (% of adults),Viet Nam,VNM,2008,7.24
Prevalence of overweight (% of adults),Viet Nam,VNM,2007,6.74
Prevalence of overweight (% of adults),Viet Nam,VNM,2006,6.29
Prevalence of overweight (% of adults),Viet Nam,VNM,2005,5.87
Prevalence of overweight (% of adults),Viet Nam,VNM,2004,5.5
Prevalence of overweight (% of adults),Viet Nam,VNM,2003,5.16
Prevalence of overweight (% of adults),Viet Nam,VNM,2002,4.85
Prevalence of overweight (% of adults),Viet Nam,VNM,2001,4.58
Prevalence of overweight (% of adults),Viet Nam,VNM,2000,4.33
