country,code,indicator
Spain,ESP,Obesity
Spain,ESP,Obesity
Spain,ESP,Obesity
Spain,ESP,Obesity
Spain,ESP,Obesity
Spain,ESP,Obesity
Spain,ESP,Obesity
Spain,ESP,Obesity
Spain,ESP,Obesity
Spain,ESP,Obesity
Spain,ESP,Obesity
Spain,ESP,Obesity
Spain,ESP,Obesity
Spain,ESP,Obesity
Spain,ESP,Obesity
Spain,ESP,Obesity
Spain,ESP,Obesity
Spain,ESP,Obesity
Spain,ESP,Obesity
Sri Lanka,LKA,Obesity
Sri Lanka,LKA,Obesity
Sri Lanka,LKA,Obesity
Sri Lanka,LKA,Obesity
Sri Lanka,LKA,Obesity
Sri Lanka,LKA,Obesity
Sri Lanka,LKA,Obesity
Sri Lanka,LKA,Obesity
Sri Lanka,LKA,Obesity
Sri Lanka,LKA,Obesity
Sri Lanka,LKA,Obesity
Sri Lanka,LKA,Obesity
Sri Lanka,LKA,Obesity
Sri Lanka,LKA,Obesity
Sri Lanka,LKA,Obesity
Sri Lanka,LKA,Obesity
Sri Lanka,LKA,Obesity
Sri Lanka,LKA,Obesity
Sri Lanka,LKA,Obesity
Sri Lanka,LKA,Obesity
Sri Lanka,LKA,Obesity
Sri Lanka,LKA,Obesity
Sri Lanka,LKA,Obesity
Sri Lanka,LKA,Obesity
Sri Lanka,LKA,Obesity
Sri Lanka,LKA,Obesity
Sri Lanka,LKA,Obesity
Sri Lanka,LKA,Obesity
Sri Lanka,LKA,Obesity
Sri Lanka,LKA,Obesity
Sri Lanka,LKA,Obesity
Sri Lanka,LKA,Obesity
Sri Lanka,LKA,Obesity
St. Kitts and Nevis,KNA,Obesity
St. Kitts and Nevis,KNA,Obesity
St. Kitts and Nevis,KNA,Obesity
St. Kitts and Nevis,KNA,Obesity
St. Kitts and Nevis,KNA,Obesity
St. Kitts and Nevis,KNA,Obesity
St. Kitts and Nevis,KNA,Obesity
St. Kitts and Nevis,KNA,Obesity
St. Kitts and Nevis,KNA,Obesity
St. Kitts and Nevis,KNA,Obesity
St. Kitts and Nevis,KNA,Obesity
St. Kitts and Nevis,KNA,Obesity
St. Kitts and Nevis,KNA,Obesity
St. Kitts and Nevis,KNA,Obesity
St. Kitts and Nevis,KNA,Obesity
St. Kitts and Nevis,KNA,Obesity
St. Kitts and Nevis,KNA,Obesity
St. Kitts and Nevis,KNA,Obesity
St. Kitts and Nevis,KNA,Obesity
St. Kitts and Nevis,KNA,Obesity
St. Kitts and Nevis,KNA,Obesity
St. Kitts and Nevis,KNA,Obesity
St. Kitts and Nevis,KNA,Obesity
St. Kitts and Nevis,KNA,Obesity
St. Kitts and Nevis,KNA,Obesity
St. Kitts and Nevis,KNA,Obesity
St. Kitts and Nevis,KNA,Obesity
St. Kitts and Nevis,KNA,Obesity
St. Kitts and Nevis,KNA,Obesity
St. Kitts and Nevis,KNA,Obesity
St. Kitts and Nevis,KNA,Obesity
St. Kitts and Nevis,KNA,Obesity
St. Kitts and Nevis,KNA,Obesity
St. Lucia,LCA,Obesity
St. Lucia,LCA,Obesity
St. Lucia,LCA,Obesity
St. Lucia,LCA,Obesity
St. Lucia,LCA,Obesity
St. Lucia,LCA,Obesity
St. Lucia,LCA,Obesity
St. Lucia,LCA,Obesity
St. Lucia,LCA,Obesity
St. Lucia,LCA,Obesity
St. Lucia,LCA,Obesity
St. Lucia,LCA,Obesity
St. Lucia,LCA,Obesity
St. Lucia,LCA,Obesity
St. Lucia,LCA,Obesity
St. Lucia,LCA,Obesity
St. Lucia,LCA,Obesity
St. Lucia,LCA,Obesity
St. Lucia,LCA,Obesity
St. Lucia,LCA,Obesity
St. Lucia,LCA,Obesity
St. Lucia,LCA,Obesity
St. Lucia,LCA,Obesity
St. Lucia,LCA,Obesity
St. Lucia,LCA,Obesity
St. Lucia,LCA,Obesity
St. Lucia,LCA,Obesity
St. Lucia,LCA,Obesity
St. Lucia,LCA,Obesity
St. Lucia,LCA,Obesity
St. Lucia,LCA,Obesity
St. Lucia,LCA,Obesity
St. Lucia,LCA,Obesity
St. Vincent and the Grenadines,VCT,Obesity
St. Vincent and the Grenadines,VCT,Obesity
St. Vincent and the Grenadines,VCT,Obesity
St. Vincent and the Grenadines,VCT,Obesity
St. Vincent and the Grenadines,VCT,Obesity
St. Vincent and the Grenadines,VCT,Obesity
St. Vincent and the Grenadines,VCT,Obesity
St. Vincent and the Grenadines,VCT,Obesity
St. Vincent and the Grenadines,VCT,Obesity
St. Vincent and the Grenadines,VCT,Obesity
St. Vincent and the Grenadines,VCT,Obesity
St. Vincent and the Grenadines,VCT,Obesity
St. Vincent and the Grenadines,VCT,Obesity
St. Vincent and the Grenadines,VCT,Obesity
St. Vincent and the Grenadines,VCT,Obesity
St. Vincent and the Grenadines,VCT,Obesity
St. Vincent and the Grenadines,VCT,Obesity
St. Vincent and the Grenadines,VCT,Obesity
St. Vincent and the Grenadines,VCT,Obesity
St. Vincent and the Grenadines,VCT,Obesity
St. Vincent and the Grenadines,VCT,Obesity
St. Vincent and the Grenadines,VCT,Obesity
St. Vincent and the Grenadines,VCT,Obesity
St. Vincent and the Grenadines,VCT,Obesity
St. Vincent and the Grenadines,VCT,Obesity
St. Vincent and the Grenadines,VCT,Obesity
St. Vincent and the Grenadines,VCT,Obesity
St. Vincent and the Grenadines,VCT,Obesity
St. Vincent and the Grenadines,VCT,Obesity
St. Vincent and the Grenadines,VCT,Obesity
St. Vincent and the Grenadines,VCT,Obesity
St. Vincent and the Grenadines,VCT,Obesity
St. Vincent and the Grenadines,VCT,Obesity
Sudan,SDN,Obesity
Sudan,SDN,Obesity
Sudan,SDN,Obesity
Sudan,SDN,Obesity
Sudan,SDN,Obesity
Sudan,SDN,Obesity
Sudan,SDN,Obesity
Sudan,SDN,Obesity
Sudan,SDN,Obesity
Sudan,SDN,Obesity
Sudan,SDN,Obesity
Sudan,SDN,Obesity
Sudan,SDN,Obesity
Sudan,SDN,Obesity
Sudan,SDN,Obesity
Sudan,SDN,Obesity
Sudan,SDN,Obesity
Sudan,SDN,Obesity
Sudan,SDN,Obesity
Sudan,SDN,Obesity
Sudan,SDN,Obesity
Sudan,SDN,Obesity
Sudan,SDN,Obesity
Sudan,SDN,Obesity
Sudan,SDN,Obesity
Sudan,SDN,Obesity
Sudan,SDN,Obesity
Sudan,SDN,Obesity
Sudan,SDN,Obesity
Sudan,SDN,Obesity
Sudan,SDN,Obesity
Sudan,SDN,Obesity
Sudan,SDN,Obesity
Suriname,SUR,Obesity
Suriname,SUR,Obesity
Suriname,SUR,Obesity
Suriname,SUR,Obesity
Suriname,SUR,Obesity
Suriname,SUR,Obesity
Suriname,SUR,Obesity
Suriname,SUR,Obesity
Suriname,SUR,Obesity
Suriname,SUR,Obesity
Suriname,SUR,Obesity
Suriname,SUR,Obesity
Suriname,SUR,Obesity
Suriname,SUR,Obesity
Suriname,SUR,Obesity
Suriname,SUR,Obesity
Suriname,SUR,Obesity
Suriname,SUR,Obesity
Suriname,SUR,Obesity
Suriname,SUR,Obesity
Suriname,SUR,Obesity
Suriname,SUR,Obesity
Suriname,SUR,Obesity
Suriname,SUR,Obesity
Suriname,SUR,Obesity
Suriname,SUR,Obesity
Suriname,SUR,Obesity
Suriname,SUR,Obesity
Suriname,SUR,Obesity
Suriname,SUR,Obesity
Suriname,SUR,Obesity
Suriname,SUR,Obesity
Suriname,SUR,Obesity
Sweden,SWE,Obesity
Sweden,SWE,Obesity
Sweden,SWE,Obesity
Sweden,SWE,Obesity
Sweden,SWE,Obesity
Sweden,SWE,Obesity
Sweden,SWE,Obesity
Sweden,SWE,Obesity
Sweden,SWE,Obesity
Sweden,SWE,Obesity
Sweden,SWE,Obesity
Sweden,SWE,Obesity
Sweden,SWE,Obesity
Sweden,SWE,Obesity
Sweden,SWE,Obesity
Sweden,SWE,Obesity
Sweden,SWE,Obesity
Sweden,SWE,Obesity
Sweden,SWE,Obesity
Sweden,SWE,Obesity
Sweden,SWE,Obesity
Sweden,SWE,Obesity
Sweden,SWE,Obesity
Sweden,SWE,Obesity
Sweden,SWE,Obesity
Sweden,SWE,Obesity
Sweden,SWE,Obesity
Sweden,SWE,Obesity
Sweden,SWE,Obesity
Sweden,SWE,Obesity
Sweden,SWE,Obesity
Sweden,SWE,Obesity
Sweden,SWE,Obesity
Switzerland,CHE,Obesity
Switzerland,CHE,Obesity
Switzerland,CHE,Obesity
Switzerland,CHE,Obesity
Switzerland,CHE,Obesity
Switzerland,CHE,Obesity
Switzerland,CHE,Obesity
Switzerland,CHE,Obesity
Switzerland,CHE,Obesity
Switzerland,CHE,Obesity
Switzerland,CHE,Obesity
Switzerland,CHE,Obesity
Switzerland,CHE,Obesity
Switzerland,CHE,Obesity
Switzerland,CHE,Obesity
Switzerland,CHE,Obesity
Switzerland,CHE,Obesity
Switzerland,CHE,Obesity
Switzerland,CHE,Obesity
Switzerland,CHE,Obesity
Switzerland,CHE,Obesity
Switzerland,CHE,Obesity
Switzerland,CHE,Obesity
Switzerland,CHE,Obesity
Switzerland,CHE,Obesity
Switzerland,CHE,Obesity
Switzerland,CHE,Obesity
Switzerland,CHE,Obesity
Switzerland,CHE,Obesity
Switzerland,CHE,Obesity
Switzerland,CHE,Obesity
Switzerland,CHE,Obesity
Switzerland,CHE,Obesity
Syrian Arab Republic,SYR,Obesity
Syrian Arab Republic,SYR,Obesity
Syrian Arab Republic,SYR,Obesity
Syrian Arab Republic,SYR,Obesity
Syrian Arab Republic,SYR,Obesity
Syrian Arab Republic,SYR,Obesity
Syrian Arab Republic,SYR,Obesity
Syrian Arab Republic,SYR,Obesity
Syrian Arab Republic,SYR,Obesity
Syrian Arab Republic,SYR,Obesity
Syrian Arab Republic,SYR,Obesity
Syrian Arab Republic,SYR,Obesity
Syrian Arab Republic,SYR,Obesity
Syrian Arab Republic,SYR,Obesity
Syrian Arab Republic,SYR,Obesity
Syrian Arab Republic,SYR,Obesity
Syrian Arab Republic,SYR,Obesity
Syrian Arab Republic,SYR,Obesity
Syrian Arab Republic,SYR,Obesity
Syrian Arab Republic,SYR,Obesity
Syrian Arab Republic,SYR,Obesity
Syrian Arab Republic,SYR,Obesity
Syrian Arab Republic,SYR,Obesity
Syrian Arab Republic,SYR,Obesity
Syrian Arab Republic,SYR,Obesity
Syrian Arab Republic,SYR,Obesity
Syrian Arab Republic,SYR,Obesity
Syrian Arab Republic,SYR,Obesity
Syrian Arab Republic,SYR,Obesity
Syrian Arab Republic,SYR,Obesity
Syrian Arab Republic,SYR,Obesity
Syrian Arab Republic,SYR,Obesity
Syrian Arab Republic,SYR,Obesity
Tajikistan,TJK,Obesity
Tajikistan,TJK,Obesity
Tajikistan,TJK,Obesity
Tajikistan,TJK,Obesity
Tajikistan,TJK,Obesity
Tajikistan,TJK,Obesity
Tajikistan,TJK,Obesity
Tajikistan,TJK,Obesity
Tajikistan,TJK,Obesity
Tajikistan,TJK,Obesity
Tajikistan,TJK,Obesity
Tajikistan,TJK,Obesity
Tajikistan,TJK,Obesity
Tajikistan,TJK,Obesity
Tajikistan,TJK,Obesity
Tajikistan,TJK,Obesity
Tajikistan,TJK,Obesity
Tajikistan,TJK,Obesity
Tajikistan,TJK,Obesity
Tajikistan,TJK,Obesity
Tajikistan,TJK,Obesity
Tajikistan,TJK,Obesity
Tajikistan,TJK,Obesity
Tajikistan,TJK,Obesity
Tajikistan,TJK,Obesity
Tajikistan,TJK,Obesity
Tajikistan,TJK,Obesity
Tajikistan,TJK,Obesity
Tajikistan,TJK,Obesity
Tajikistan,TJK,Obesity
Tajikistan,TJK,Obesity
Tajikistan,TJK,Obesity
Tajikistan,TJK,Obesity
Tanzania,TZA,Obesity
Tanzania,TZA,Obesity
Tanzania,TZA,Obesity
Tanzania,TZA,Obesity
Tanzania,TZA,Obesity
Tanzania,TZA,Obesity
Tanzania,TZA,Obesity
Tanzania,TZA,Obesity
Tanzania,TZA,Obesity
Tanzania,TZA,Obesity
Tanzania,TZA,Obesity
Tanzania,TZA,Obesity
Tanzania,TZA,Obesity
Tanzania,TZA,Obesity
Tanzania,TZA,Obesity
Tanzania,TZA,Obesity
Tanzania,TZA,Obesity
Tanzania,TZA,Obesity
Tanzania,TZA,Obesity
Tanzania,TZA,Obesity
Tanzania,TZA,Obesity
Tanzania,TZA,Obesity
Tanzania,TZA,Obesity
Tanzania,TZA,Obesity
Tanzania,TZA,Obesity
Tanzania,TZA,Obesity
Tanzania,TZA,Obesity
Tanzania,TZA,Obesity
Tanzania,TZA,Obesity
Tanzania,TZA,Obesity
Tanzania,TZA,Obesity
Tanzania,TZA,Obesity
Tanzania,TZA,Obesity
Thailand,THA,Obesity
Thailand,THA,Obesity
Thailand,THA,Obesity
Thailand,THA,Obesity
Thailand,THA,Obesity
Thailand,THA,Obesity
Thailand,THA,Obesity
Thailand,THA,Obesity
Thailand,THA,Obesity
Thailand,THA,Obesity
Thailand,THA,Obesity
Thailand,THA,Obesity
Thailand,THA,Obesity
Thailand,THA,Obesity
Thailand,THA,Obesity
Thailand,THA,Obesity
Thailand,THA,Obesity
Thailand,THA,Obesity
Thailand,THA,Obesity
Thailand,THA,Obesity
Thailand,THA,Obesity
Thailand,THA,Obesity
Thailand,THA,Obesity
Thailand,THA,Obesity
Thailand,THA,Obesity
Thailand,THA,Obesity
Thailand,THA,Obesity
Thailand,THA,Obesity
Thailand,THA,Obesity
Thailand,THA,Obesity
Thailand,THA,Obesity
Thailand,THA,Obesity
Thailand,THA,Obesity
Timor-Leste,TLS,Obesity
Timor-Leste,TLS,Obesity
Timor-Leste,TLS,Obesity
Timor-Leste,TLS,Obesity
Timor-Leste,TLS,Obesity
Timor-Leste,TLS,Obesity
Timor-Leste,TLS,Obesity
Timor-Leste,TLS,Obesity
Timor-Leste,TLS,Obesity
Timor-Leste,TLS,Obesity
Timor-Leste,TLS,Obesity
Timor-Leste,TLS,Obesity
Timor-Leste,TLS,Obesity
Timor-Leste,TLS,Obesity
Timor-Leste,TLS,Obesity
Timor-Leste,TLS,Obesity
Timor-Leste,TLS,Obesity
Timor-Leste,TLS,Obesity
Timor-Leste,TLS,Obesity
Timor-Leste,TLS,Obesity
Timor-Leste,TLS,Obesity
Timor-Leste,TLS,Obesity
Timor-Leste,TLS,Obesity
Timor-Leste,TLS,Obesity
Timor-Leste,TLS,Obesity
Timor-Leste,TLS,Obesity
Timor-Leste,TLS,Obesity
Timor-Leste,TLS,Obesity
Timor-Leste,TLS,Obesity
Timor-Leste,TLS,Obesity
Timor-Leste,TLS,Obesity
Timor-Leste,TLS,Obesity
Timor-Leste,TLS,Obesity
Togo,TGO,Obesity
Togo,TGO,Obesity
Togo,TGO,Obesity
Togo,TGO,Obesity
Togo,TGO,Obesity
Togo,TGO,Obesity
Togo,TGO,Obesity
Togo,TGO,Obesity
Togo,TGO,Obesity
Togo,TGO,Obesity
Togo,TGO,Obesity
Togo,TGO,Obesity
Togo,TGO,Obesity
Togo,TGO,Obesity
Togo,TGO,Obesity
Togo,TGO,Obesity
Togo,TGO,Obesity
Togo,TGO,Obesity
Togo,TGO,Obesity
Togo,TGO,Obesity
Togo,TGO,Obesity
Togo,TGO,Obesity
Togo,TGO,Obesity
Togo,TGO,Obesity
Togo,TGO,Obesity
Togo,TGO,Obesity
Togo,TGO,Obesity
Togo,TGO,Obesity
Togo,TGO,Obesity
Togo,TGO,Obesity
Togo,TGO,Obesity
Togo,TGO,Obesity
Togo,TGO,Obesity
Tonga,TON,Obesity
Tonga,TON,Obesity
Tonga,TON,Obesity
Tonga,TON,Obesity
Tonga,TON,Obesity
Tonga,TON,Obesity
Tonga,TON,Obesity
Tonga,TON,Obesity
Tonga,TON,Obesity
Tonga,TON,Obesity
Tonga,TON,Obesity
Tonga,TON,Obesity
Tonga,TON,Obesity
Tonga,TON,Obesity
Tonga,TON,Obesity
Tonga,TON,Obesity
Tonga,TON,Obesity
Tonga,TON,Obesity
Tonga,TON,Obesity
Tonga,TON,Obesity
Tonga,TON,Obesity
Tonga,TON,Obesity
Tonga,TON,Obesity
Tonga,TON,Obesity
Tonga,TON,Obesity
Tonga,TON,Obesity
Tonga,TON,Obesity
Tonga,TON,Obesity
Tonga,TON,Obesity
Tonga,TON,Obesity
Tonga,TON,Obesity
Tonga,TON,Obesity
Tonga,TON,Obesity
Trinidad and Tobago,TTO,Obesity
Trinidad and Tobago,TTO,Obesity
Trinidad and Tobago,TTO,Obesity
Trinidad and Tobago,TTO,Obesity
Trinidad and Tobago,TTO,Obesity
Trinidad and Tobago,TTO,Obesity
Trinidad and Tobago,TTO,Obesity
Trinidad and Tobago,TTO,Obesity
Trinidad and Tobago,TTO,Obesity
Trinidad and Tobago,TTO,Obesity
Trinidad and Tobago,TTO,Obesity
Trinidad and Tobago,TTO,Obesity
Trinidad and Tobago,TTO,Obesity
Trinidad and Tobago,TTO,Obesity
Trinidad and Tobago,TTO,Obesity
Trinidad and Tobago,TTO,Obesity
Trinidad and Tobago,TTO,Obesity
Trinidad and Tobago,TTO,Obesity
Trinidad and Tobago,TTO,Obesity
Trinidad and Tobago,TTO,Obesity
Trinidad and Tobago,TTO,Obesity
Trinidad and Tobago,TTO,Obesity
Trinidad and Tobago,TTO,Obesity
Trinidad and Tobago,TTO,Obesity
Trinidad and Tobago,TTO,Obesity
Trinidad and Tobago,TTO,Obesity
Trinidad and Tobago,TTO,Obesity
Trinidad and Tobago,TTO,Obesity
Trinidad and Tobago,TTO,Obesity
Trinidad and Tobago,TTO,Obesity
Trinidad and Tobago,TTO,Obesity
Trinidad and Tobago,TTO,Obesity
Trinidad and Tobago,TTO,Obesity
Tunisia,TUN,Obesity
Tunisia,TUN,Obesity
Tunisia,TUN,Obesity
Tunisia,TUN,Obesity
Tunisia,TUN,Obesity
Tunisia,TUN,Obesity
Tunisia,TUN,Obesity
Tunisia,TUN,Obesity
Tunisia,TUN,Obesity
Tunisia,TUN,Obesity
Tunisia,TUN,Obesity
Tunisia,TUN,Obesity
Tunisia,TUN,Obesity
Tunisia,TUN,Obesity
Tunisia,TUN,Obesity
Tunisia,TUN,Obesity
Tunisia,TUN,Obesity
Tunisia,TUN,Obesity
Tunisia,TUN,Obesity
Tunisia,TUN,Obesity
Tunisia,TUN,Obesity
Tunisia,TUN,Obesity
Tunisia,TUN,Obesity
Tunisia,TUN,Obesity
Tunisia,TUN,Obesity
Tunisia,TUN,Obesity
Tunisia,TUN,Obesity
Tunisia,TUN,Obesity
Tunisia,TUN,Obesity
Tunisia,TUN,Obesity
Tunisia,TUN,Obesity
Tunisia,TUN,Obesity
Tunisia,TUN,Obesity
Turkiye,TUR,Obesity
Turkiye,TUR,Obesity
Turkiye,TUR,Obesity
Turkiye,TUR,Obesity
Turkiye,TUR,Obesity
Turkiye,TUR,Obesity
Turkiye,TUR,Obesity
Turkiye,TUR,Obesity
Turkiye,TUR,Obesity
Turkiye,TUR,Obesity
Turkiye,TUR,Obesity
Turkiye,TUR,Obesity
Turkiye,TUR,Obesity
Turkiye,TUR,Obesity
Turkiye,TUR,Obesity
Turkiye,TUR,Obesity
Turkiye,TUR,Obesity
Turkiye,TUR,Obesity
Turkiye,TUR,Obesity
Turkiye,TUR,Obesity
Turkiye,TUR,Obesity
Turkiye,TUR,Obesity
Turkiye,TUR,Obesity
Turkiye,TUR,Obesity
Turkiye,TUR,Obesity
Turkiye,TUR,Obesity
Turkiye,TUR,Obesity
Turkiye,TUR,Obesity
Turkiye,TUR,Obesity
Turkiye,TUR,Obesity
Turkiye,TUR,Obesity
Turkiye,TUR,Obesity
Turkiye,TUR,Obesity
Turkmenistan,TKM,Obesity
Turkmenistan,TKM,Obesity
Turkmenistan,TKM,Obesity
Turkmenistan,TKM,Obesity
Turkmenistan,TKM,Obesity
Turkmenistan,TKM,Obesity
Turkmenistan,TKM,Obesity
Turkmenistan,TKM,Obesity
Turkmenistan,TKM,Obesity
Turkmenistan,TKM,Obesity
Turkmenistan,TKM,Obesity
Turkmenistan,TKM,Obesity
Turkmenistan,TKM,Obesity
Turkmenistan,TKM,Obesity
Turkmenistan,TKM,Obesity
Turkmenistan,TKM,Obesity
Turkmenistan,TKM,Obesity
Turkmenistan,TKM,Obesity
Turkmenistan,TKM,Obesity
Turkmenistan,TKM,Obesity
Turkmenistan,TKM,Obesity
Turkmenistan,TKM,Obesity
Turkmenistan,TKM,Obesity
Turkmenistan,TKM,Obesity
Turkmenistan,TKM,Obesity
Turkmenistan,TKM,Obesity
Turkmenistan,TKM,Obesity
Turkmenistan,TKM,Obesity
Turkmenistan,TKM,Obesity
Turkmenistan,TKM,Obesity
Turkmenistan,TKM,Obesity
Turkmenistan,TKM,Obesity
Turkmenistan,TKM,Obesity
Tuvalu,TUV,Obesity
Tuvalu,TUV,Obesity
Tuvalu,TUV,Obesity
Tuvalu,TUV,Obesity
Tuvalu,TUV,Obesity
Tuvalu,TUV,Obesity
Tuvalu,TUV,Obesity
Tuvalu,TUV,Obesity
Tuvalu,TUV,Obesity
Tuvalu,TUV,Obesity
Tuvalu,TUV,Obesity
Tuvalu,TUV,Obesity
Tuvalu,TUV,Obesity
Tuvalu,TUV,Obesity
Tuvalu,TUV,Obesity
Tuvalu,TUV,Obesity
Tuvalu,TUV,Obesity
Tuvalu,TUV,Obesity
Tuvalu,TUV,Obesity
Tuvalu,TUV,Obesity
Tuvalu,TUV,Obesity
Tuvalu,TUV,Obesity
Tuvalu,TUV,Obesity
Tuvalu,TUV,Obesity
Tuvalu,TUV,Obesity
Tuvalu,TUV,Obesity
Tuvalu,TUV,Obesity
Tuvalu,TUV,Obesity
Tuvalu,TUV,Obesity
Tuvalu,TUV,Obesity
Tuvalu,TUV,Obesity
Tuvalu,TUV,Obesity
Tuvalu,TUV,Obesity
Uganda,UGA,Obesity
Uganda,UGA,Obesity
Uganda,UGA,Obesity
Uganda,UGA,Obesity
Uganda,UGA,Obesity
Uganda,UGA,Obesity
Uganda,UGA,Obesity
Uganda,UGA,Obesity
Uganda,UGA,Obesity
Uganda,UGA,Obesity
Uganda,UGA,Obesity
Uganda,UGA,Obesity
Uganda,UGA,Obesity
Uganda,UGA,Obesity
Uganda,UGA,Obesity
Uganda,UGA,Obesity
Uganda,UGA,Obesity
Uganda,UGA,Obesity
Uganda,UGA,Obesity
Uganda,UGA,Obesity
Uganda,UGA,Obesity
Uganda,UGA,Obesity
Uganda,UGA,Obesity
Uganda,UGA,Obesity
Uganda,UGA,Obesity
Uganda,UGA,Obesity
Uganda,UGA,Obesity
Uganda,UGA,Obesity
Uganda,UGA,Obesity
Uganda,UGA,Obesity
Uganda,UGA,Obesity
Uganda,UGA,Obesity
Uganda,UGA,Obesity
Ukraine,UKR,Obesity
Ukraine,UKR,Obesity
Ukraine,UKR,Obesity
Ukraine,UKR,Obesity
Ukraine,UKR,Obesity
Ukraine,UKR,Obesity
Ukraine,UKR,Obesity
Ukraine,UKR,Obesity
Ukraine,UKR,Obesity
Ukraine,UKR,Obesity
Ukraine,UKR,Obesity
Ukraine,UKR,Obesity
Ukraine,UKR,Obesity
Ukraine,UKR,Obesity
Ukraine,UKR,Obesity
Ukraine,UKR,Obesity
Ukraine,UKR,Obesity
Ukraine,UKR,Obesity
Ukraine,UKR,Obesity
Ukraine,UKR,Obesity
Ukraine,UKR,Obesity
Ukraine,UKR,Obesity
Ukraine,UKR,Obesity
Ukraine,UKR,Obesity
Ukraine,UKR,Obesity
Ukraine,UKR,Obesity
Ukraine,UKR,Obesity
Ukraine,UKR,Obesity
Ukraine,UKR,Obesity
Ukraine,UKR,Obesity
Ukraine,UKR,Obesity
Ukraine,UKR,Obesity
Ukraine,UKR,Obesity
United Arab Emirates,ARE,Obesity
United Arab Emirates,ARE,Obesity
United Arab Emirates,ARE,Obesity
United Arab Emirates,ARE,Obesity
United Arab Emirates,ARE,Obesity
United Arab Emirates,ARE,Obesity
United Arab Emirates,ARE,Obesity
United Arab Emirates,ARE,Obesity
United Arab Emirates,ARE,Obesity
United Arab Emirates,ARE,Obesity
United Arab Emirates,ARE,Obesity
United Arab Emirates,ARE,Obesity
United Arab Emirates,ARE,Obesity
United Arab Emirates,ARE,Obesity
United Arab Emirates,ARE,Obesity
United Arab Emirates,ARE,Obesity
United Arab Emirates,ARE,Obesity
United Arab Emirates,ARE,Obesity
United Arab Emirates,ARE,Obesity
United Arab Emirates,ARE,Obesity
United Arab Emirates,ARE,Obesity
United Arab Emirates,ARE,Obesity
United Arab Emirates,ARE,Obesity
United Arab Emirates,ARE,Obesity
United Arab Emirates,ARE,Obesity
United Arab Emirates,ARE,Obesity
United Arab Emirates,ARE,Obesity
United Arab Emirates,ARE,Obesity
United Arab Emirates,ARE,Obesity
United Arab Emirates,ARE,Obesity
United Arab Emirates,ARE,Obesity
United Arab Emirates,ARE,Obesity
United Arab Emirates,ARE,Obesity
United Kingdom,GBR,Obesity
United Kingdom,GBR,Obesity
United Kingdom,GBR,Obesity
United Kingdom,GBR,Obesity
United Kingdom,GBR,Obesity
United Kingdom,GBR,Obesity
United Kingdom,GBR,Obesity
United Kingdom,GBR,Obesity
United Kingdom,GBR,Obesity
United Kingdom,GBR,Obesity
United Kingdom,GBR,Obesity
United Kingdom,GBR,Obesity
United Kingdom,GBR,Obesity
United Kingdom,GBR,Obesity
United Kingdom,GBR,Obesity
United Kingdom,GBR,Obesity
United Kingdom,GBR,Obesity
United Kingdom,GBR,Obesity
United Kingdom,GBR,Obesity
United Kingdom,GBR,Obesity
United Kingdom,GBR,Obesity
United Kingdom,GBR,Obesity
United Kingdom,GBR,Obesity
United Kingdom,GBR,Obesity
United Kingdom,GBR,Obesity
United Kingdom,GBR,Obesity
United Kingdom,GBR,Obesity
United Kingdom,GBR,Obesity
United Kingdom,GBR,Obesity
United Kingdom,GBR,Obesity
United Kingdom,GBR,Obesity
United Kingdom,GBR,Obesity
United Kingdom,GBR,Obesity
United States,USA,Obesity
United States,USA,Obesity
United States,USA,Obesity
United States,USA,Obesity
United States,USA,Obesity
United States,USA,Obesity
United States,USA,Obesity
United States,USA,Obesity
United States,USA,Obesity
United States,USA,Obesity
United States,USA,Obesity
United States,USA,Obesity
United States,USA,Obesity
United States,USA,Obesity
United States,USA,Obesity
United States,USA,Obesity
United States,USA,Obesity
United States,USA,Obesity
United States,USA,Obesity
United States,USA,Obesity
United States,USA,Obesity
United States,USA,Obesity
United States,USA,Obesity
United States,USA,Obesity
United States,USA,Obesity
United States,USA,Obesity
United States,USA,Obesity
United States,USA,Obesity
United States,USA,Obesity
United States,USA,Obesity
United States,USA,Obesity
United States,USA,Obesity
United States,USA,Obesity
Uruguay,URY,Obesity
Uruguay,URY,Obesity
Uruguay,URY,Obesity
Uruguay,URY,Obesity
Uruguay,URY,Obesity
Uruguay,URY,Obesity
Uruguay,URY,Obesity
Uruguay,URY,Obesity
Uruguay,URY,Obesity
Uruguay,URY,Obesity
Uruguay,URY,Obesity
Uruguay,URY,Obesity
Uruguay,URY,Obesity
Uruguay,URY,Obesity
Uruguay,URY,Obesity
Uruguay,URY,Obesity
Uruguay,URY,Obesity
Uruguay,URY,Obesity
Uruguay,URY,Obesity
Uruguay,URY,Obesity
Uruguay,URY,Obesity
Uruguay,URY,Obesity
Uruguay,URY,Obesity
Uruguay,URY,Obesity
Uruguay,URY,Obesity
Uruguay,URY,Obesity
Uruguay,URY,Obesity
Uruguay,URY,Obesity
Uruguay,URY,Obesity
Uruguay,URY,Obesity
Uruguay,URY,Obesity
Uruguay,URY,Obesity
Uruguay,URY,Obesity
Uzbekistan,UZB,Obesity
Uzbekistan,UZB,Obesity
Uzbekistan,UZB,Obesity
Uzbekistan,UZB,Obesity
Uzbekistan,UZB,Obesity
Uzbekistan,UZB,Obesity
Uzbekistan,UZB,Obesity
Uzbekistan,UZB,Obesity
