Indicator Name,Country,Year,Value
Prevalence of overweight (% of adults),Federal Republic of Somalia,2003,20.5
Prevalence of overweight (% of adults),Federal Republic of Somalia,2002,19.8
Prevalence of overweight (% of adults),Federal Republic of Somalia,2001,19.12
Prevalence of overweight (% of adults),Federal Republic of Somalia,2000,18.46
Prevalence of overweight (% of adults),Federal Republic of Somalia,1999,17.82
Prevalence of overweight (% of adults),Federal Republic of Somalia,1998,17.2
Prevalence of overweight (% of adults),Federal Republic of Somalia,1997,16.62
Prevalence of overweight (% of adults),Federal Republic of Somalia,1996,16.06
Prevalence of overweight (% of adults),Federal Republic of Somalia,1995,15.54
Prevalence of overweight (% of adults),Federal Republic of Somalia,1994,15.04
Prevalence of overweight (% of adults),Federal Republic of Somalia,1993,14.57
Prevalence of overweight (% of adults),Federal Republic of Somalia,1992,14.1
Prevalence of overweight (% of adults),Federal Republic of Somalia,1991,13.64
Prevalence of overweight (% of adults),Federal Republic of Somalia,1990,13.19
Prevalence of overweight (% of adults),South Africa,2022,55.05
Prevalence of overweight (% of adults),South Africa,2021,54.92
Prevalence of overweight (% of adults),South Africa,2020,54.8
Prevalence of overweight (% of adults),South Africa,2019,54.69
Prevalence of overweight (% of adults),South Africa,2018,54.59
Prevalence of overweight (% of adults),South Africa,2017,54.48
Prevalence of overweight (% of adults),South Africa,2016,54.33
Prevalence of overweight (% of adults),South Africa,2015,54.22
Prevalence of overweight (% of adults),South Africa,2014,54.17
Prevalence of overweight (% of adults),South Africa,2013,54.08
Prevalence of overweight (% of adults),South Africa,2012,53.95
Prevalence of overweight (% of adults),South Africa,2011,53.78
Prevalence of overweight (% of adults),South Africa,2010,53.56
Prevalence of overweight (% of adults),South Africa,2009,53.26
Prevalence of overweight (% of adults),South Africa,2008,52.88
Prevalence of overweight (% of adults),South Africa,2007,52.42
Prevalence of overweight (% of adults),South Africa,2006,51.88
Prevalence of overweight (% of adults),South Africa,2005,51.28
Prevalence of overweight (% of adults),South Africa,2004,50.63
Prevalence of overweight (% of adults),South Africa,2003,49.94
Prevalence of overweight (% of adults),South Africa,2002,49.23
Prevalence of overweight (% of adults),South Africa,2001,48.51
Prevalence of overweight (% of adults),South Africa,2000,47.78
Prevalence of overweight (% of adults),South Africa,1999,47.05
Prevalence of overweight (% of adults),South Africa,1998,46.3
Prevalence of overweight (% of adults),South Africa,1997,45.55
Prevalence of overweight (% of adults),South Africa,1996,44.71
Prevalence of overweight (% of adults),South Africa,1995,43.78
Prevalence of overweight (% of adults),South Africa,1994,42.84
Prevalence of overweight (% of adults),South Africa,1993,41.88
Prevalence of overweight (% of adults),South Africa,1992,40.91
Prevalence of overweight (% of adults),South Africa,1991,40.01
Prevalence of overweight (% of adults),South Africa,1990,39.19
Prevalence of overweight (% of adults),South Sudan,2022,24.2
Prevalence of overweight (% of adults),South Sudan,2021,23.57
Prevalence of overweight (% of adults),South Sudan,2020,22.96
Prevalence of overweight (% of adults),South Sudan,2019,22.36
Prevalence of overweight (% of adults),South Sudan,2018,21.79
Prevalence of overweight (% of adults),South Sudan,2017,21.21
Prevalence of overweight (% of adults),South Sudan,2016,20.64
Prevalence of overweight (% of adults),South Sudan,2015,20.1
Prevalence of overweight (% of adults),South Sudan,2014,19.58
Prevalence of overweight (% of adults),South Sudan,2013,19.08
Prevalence of overweight (% of adults),South Sudan,2012,18.6
Prevalence of overweight (% of adults),South Sudan,2011,18.13
Prevalence of overweight (% of adults),South Sudan,2010,17.68
Prevalence of overweight (% of adults),South Sudan,2009,17.23
Prevalence of overweight (% of adults),South Sudan,2008,16.77
Prevalence of overweight (% of adults),South Sudan,2007,16.31
Prevalence of overweight (% of adults),South Sudan,2006,15.85
Prevalence of overweight (% of adults),South Sudan,2005,15.38
Prevalence of overweight (% of adults),South Sudan,2004,14.91
Prevalence of overweight (% of adults),South Sudan,2003,14.44
Prevalence of overweight (% of adults),South Sudan,2002,13.98
Prevalence of overweight (% of adults),South Sudan,2001,13.53
Prevalence of overweight (% of adults),South Sudan,2000,13.09
Prevalence of overweight (% of adults),South Sudan,1999,12.66
Prevalence of overweight (% of adults),South Sudan,1998,12.25
Prevalence of overweight (% of adults),South Sudan,1997,11.85
Prevalence of overweight (% of adults),South Sudan,1996,11.48
Prevalence of overweight (% of adults),South Sudan,1995,11.12
Prevalence of overweight (% of adults),South Sudan,1994,10.79
Prevalence of overweight (% of adults),South Sudan,1993,10.46
Prevalence of overweight (% of adults),South Sudan,1992,10.14
Prevalence of overweight (% of adults),South Sudan,1991,9.83
Prevalence of overweight (% of adults),South Sudan,1990,9.54
Prevalence of overweight (% of adults),Spain,2022,49.9
Prevalence of overweight (% of adults),Spain,2021,50.35
Prevalence of overweight (% of adults),Spain,2020,50.82
Prevalence of overweight (% of adults),Spain,2019,51.29
Prevalence of overweight (% of adults),Spain,2018,51.78
Prevalence of overweight (% of adults),Spain,2017,52.27
Prevalence of overweight (% of adults),Spain,2016,52.76
Prevalence of overweight (% of adults),Spain,2015,53.25
Prevalence of overweight (% of adults),Spain,2014,53.73
Prevalence of overweight (% of adults),Spain,2013,54.2
Prevalence of overweight (% of adults),Spain,2012,54.65
Prevalence of overweight (% of adults),Spain,2011,55.07
Prevalence of overweight (% of adults),Spain,2010,55.42
Prevalence of overweight (% of adults),Spain,2009,55.71
Prevalence of overweight (% of adults),Spain,2008,55.9
Prevalence of overweight (% of adults),Spain,2007,55.98
Prevalence of overweight (% of adults),Spain,2006,55.98
Prevalence of overweight (% of adults),Spain,2005,55.89
Prevalence of overweight (% of adults),Spain,2004,55.71
Prevalence of overweight (% of adults),Spain,2003,55.47
Prevalence of overweight (% of adults),Spain,2002,55.16
Prevalence of overweight (% of adults),Spain,2001,54.81
Prevalence of overweight (% of adults),Spain,2000,54.42
Prevalence of overweight (% of adults),Spain,1999,54.01
Prevalence of overweight (% of adults),Spain,1998,53.58
Prevalence of overweight (% of adults),Spain,1997,53.14
Prevalence of overweight (% of adults),Spain,1996,52.7
Prevalence of overweight (% of adults),Spain,1995,52.28
Prevalence of overweight (% of adults),Spain,1994,51.88
Prevalence of overweight (% of adults),Spain,1993,51.5
Prevalence of overweight (% of adults),Spain,1992,51.15
Prevalence of overweight (% of adults),Spain,1991,50.82
Prevalence of overweight (% of adults),Spain,1990,50.51
Prevalence of overweight (% of adults),Sri Lanka,2022,38.78
Prevalence of overweight (% of adults),Sri Lanka,2021,37.56
Prevalence of overweight (% of adults),Sri Lanka,2020,36.35
Prevalence of overweight (% of adults),Sri Lanka,2019,35.15
Prevalence of overweight (% of adults),Sri Lanka,2018,33.95
Prevalence of overweight (% of adults),Sri Lanka,2017,32.76
Prevalence of overweight (% of adults),Sri Lanka,2016,31.57
Prevalence of overweight (% of adults),Sri Lanka,2015,30.4
Prevalence of overweight (% of adults),Sri Lanka,2014,29.24
Prevalence of overweight (% of adults),Sri Lanka,2013,28.12
Prevalence of overweight (% of adults),Sri Lanka,2012,27.01
Prevalence of overweight (% of adults),Sri Lanka,2011,25.93
Prevalence of overweight (% of adults),Sri Lanka,2010,24.87
Prevalence of overweight (% of adults),Sri Lanka,2009,23.84
Prevalence of overweight (% of adults),Sri Lanka,2008,22.82
Prevalence of overweight (% of adults),Sri Lanka,2007,21.82
Prevalence of overweight (% of adults),Sri Lanka,2006,20.84
Prevalence of overweight (% of adults),Sri Lanka,2005,19.88
Prevalence of overweight (% of adults),Sri Lanka,2004,18.95
Prevalence of overweight (% of adults),Sri Lanka,2003,18.04
Prevalence of overweight (% of adults),Sri Lanka,2002,17.16
Prevalence of overweight (% of adults),Sri Lanka,2001,16.31
Prevalence of overweight (% of adults),Sri Lanka,2000,15.49
Prevalence of overweight (% of adults),Sri Lanka,1999,14.7
Prevalence of overweight (% of adults),Sri Lanka,1998,13.94
Prevalence of overweight (% of adults),Sri Lanka,1997,13.21
Prevalence of overweight (% of adults),Sri Lanka,1996,12.52
Prevalence of overweight (% of adults),Sri Lanka,1995,11.86
Prevalence of overweight (% of adults),Sri Lanka,1994,11.23
Prevalence of overweight (% of adults),Sri Lanka,1993,10.63
Prevalence of overweight (% of adults),Sri Lanka,1992,10.05
Prevalence of overweight (% of adults),Sri Lanka,1991,9.5
Prevalence of overweight (% of adults),Sri Lanka,1990,8.98
Prevalence of overweight (% of adults),St. Kitts and Nevis,2022,75.46
Prevalence of overweight (% of adults),St. Kitts and Nevis,2021,74.97
Prevalence of overweight (% of adults),St. Kitts and Nevis,2020,74.47
Prevalence of overweight (% of adults),St. Kitts and Nevis,2019,73.96
Prevalence of overweight (% of adults),St. Kitts and Nevis,2018,73.44
Prevalence of overweight (% of adults),St. Kitts and Nevis,2017,72.91
Prevalence of overweight (% of adults),St. Kitts and Nevis,2016,72.35
Prevalence of overweight (% of adults),St. Kitts and Nevis,2015,71.78
Prevalence of overweight (% of adults),St. Kitts and Nevis,2014,71.19
Prevalence of overweight (% of adults),St. Kitts and Nevis,2013,70.59
Prevalence of overweight (% of adults),St. Kitts and Nevis,2012,69.96
Prevalence of overweight (% of adults),St. Kitts and Nevis,2011,69.3
Prevalence of overweight (% of adults),St. Kitts and Nevis,2010,68.6
Prevalence of overweight (% of adults),St. Kitts and Nevis,2009,67.86
Prevalence of overweight (% of adults),St. Kitts and Nevis,2008,67.09
Prevalence of overweight (% of adults),St. Kitts and Nevis,2007,66.26
Prevalence of overweight (% of adults),St. Kitts and Nevis,2006,65.39
Prevalence of overweight (% of adults),St. Kitts and Nevis,2005,64.47
Prevalence of overweight (% of adults),St. Kitts and Nevis,2004,63.51
Prevalence of overweight (% of adults),St. Kitts and Nevis,2003,62.49
Prevalence of overweight (% of adults),St. Kitts and Nevis,2002,61.43
Prevalence of overweight (% of adults),St. Kitts and Nevis,2001,60.33
Prevalence of overweight (% of adults),St. Kitts and Nevis,2000,59.21
Prevalence of overweight (% of adults),St. Kitts and Nevis,1999,58.06
Prevalence of overweight (% of adults),St. Kitts and Nevis,1998,56.88
Prevalence of overweight (% of adults),St. Kitts and Nevis,1997,55.71
Prevalence of overweight (% of adults),St. Kitts and Nevis,1996,54.52
Prevalence of overweight (% of adults),St. Kitts and Nevis,1995,53.33
Prevalence of overweight (% of adults),St. Kitts and Nevis,1994,52.16
Prevalence of overweight (% of adults),St. Kitts and Nevis,1993,51
Prevalence of overweight (% of adults),St. Kitts and Nevis,1992,49.86
Prevalence of overweight (% of adults),St. Kitts and Nevis,1991,48.73
Prevalence of overweight (% of adults),St. Kitts and Nevis,1990,47.62
Prevalence of overweight (% of adults),St. Lucia,2022,62.58
Prevalence of overweight (% of adults),St. Lucia,2021,62.01
Prevalence of overweight (% of adults),St. Lucia,2020,61.43
Prevalence of overweight (% of adults),St. Lucia,2019,60.86
Prevalence of overweight (% of adults),St. Lucia,2018,60.29
Prevalence of overweight (% of adults),St. Lucia,2017,59.72
Prevalence of overweight (% of adults),St. Lucia,2016,59.14
Prevalence of overweight (% of adults),St. Lucia,2015,58.54
Prevalence of overweight (% of adults),St. Lucia,2014,57.94
Prevalence of overweight (% of adults),St. Lucia,2013,57.31
Prevalence of overweight (% of adults),St. Lucia,2012,56.67
Prevalence of overweight (% of adults),St. Lucia,2011,55.99
Prevalence of overweight (% of adults),St. Lucia,2010,55.27
Prevalence of overweight (% of adults),St. Lucia,2009,54.52
Prevalence of overweight (% of adults),St. Lucia,2008,53.74
Prevalence of overweight (% of adults),St. Lucia,2007,52.93
Prevalence of overweight (% of adults),St. Lucia,2006,52.07
Prevalence of overweight (% of adults),St. Lucia,2005,51.17
Prevalence of overweight (% of adults),St. Lucia,2004,50.24
Prevalence of overweight (% of adults),St. Lucia,2003,49.28
Prevalence of overweight (% of adults),St. Lucia,2002,48.28
Prevalence of overweight (% of adults),St. Lucia,2001,47.26
Prevalence of overweight (% of adults),St. Lucia,2000,46.2
Prevalence of overweight (% of adults),St. Lucia,1999,45.13
Prevalence of overweight (% of adults),St. Lucia,1998,44.05
Prevalence of overweight (% of adults),St. Lucia,1997,42.98
Prevalence of overweight (% of adults),St. Lucia,1996,41.92
Prevalence of overweight (% of adults),St. Lucia,1995,40.87
Prevalence of overweight (% of adults),St. Lucia,1994,39.85
Prevalence of overweight (% of adults),St. Lucia,1993,38.86
Prevalence of overweight (% of adults),St. Lucia,1992,37.88
Prevalence of overweight (% of adults),St. Lucia,1991,36.93
Prevalence of overweight (% of adults),St. Lucia,1990,36
Prevalence of overweight (% of adults),St. Vincent and the Grenadines,2022,61.51
Prevalence of overweight (% of adults),St. Vincent and the Grenadines,2021,60.92
Prevalence of overweight (% of adults),St. Vincent and the Grenadines,2020,60.34
Prevalence of overweight (% of adults),St. Vincent and the Grenadines,2019,59.76
Prevalence of overweight (% of adults),St. Vincent and the Grenadines,2018,59.18
Prevalence of overweight (% of adults),St. Vincent and the Grenadines,2017,58.58
Prevalence of overweight (% of adults),St. Vincent and the Grenadines,2016,57.99
Prevalence of overweight (% of adults),St. Vincent and the Grenadines,2015,57.38
Prevalence of overweight (% of adults),St. Vincent and the Grenadines,2014,56.77
Prevalence of overweight (% of adults),St. Vincent and the Grenadines,2013,56.15
Prevalence of overweight (% of adults),St. Vincent and the Grenadines,2012,55.52
